date,symbol,router,aggregator,weights,mu,var
2023-07-07,GOOGL,diversity,precision,"{'heur': 0.8699066401574727, 'rl': 0.13009335984252732}",1.1747357032993113,0.05016579000034588
2023-07-07,AMZN,diversity,precision,"{'heur': 0.892767297609846, 'rl': 0.10723270239015398}",1.3517832386870974,0.05283550933906585
2023-07-07,META,diversity,precision,"{'heur': 0.9168146960916432, 'rl': 0.0831853039083567}",1.5671725766902411,0.05396528255748207
2023-07-14,NVDA,diversity,precision,"{'heur': 0.959561160716226, 'rl': 0.04043883928377403}",2.1841015166313675,0.04794222720335912
2023-07-14,MSFT,diversity,precision,"{'heur': 0.8925258716718609, 'rl': 0.10747412832813907}",1.3135353888041736,0.0527587284902267
2023-07-14,AAPL,diversity,precision,"{'heur': 0.8861307053257893, 'rl': 0.11386929467421068}",1.2976017582531847,0.052078053701078736
2023-07-14,GOOGL,diversity,precision,"{'heur': 0.9205027762225485, 'rl': 0.07949722377745158}",1.5884567209554736,0.053929655510263526
2023-07-14,AMZN,diversity,precision,"{'heur': 0.9314357755968421, 'rl': 0.06856422440315797}",1.7206823289764965,0.053368574265688265
2023-07-14,META,diversity,precision,"{'heur': 0.9358967496160343, 'rl': 0.0641032503839658}",1.7655208122498045,0.05298985178191091
2023-07-21,NVDA,diversity,precision,"{'heur': 0.9269407647329075, 'rl': 0.07305923526709256}",1.7053295156406028,0.053822795500682814
2023-07-21,MSFT,diversity,precision,"{'heur': 0.927499642216166, 'rl': 0.07250035778383404}",1.6478067903435414,0.053639504198154546
2023-07-21,AAPL,diversity,precision,"{'heur': 0.8871137329816012, 'rl': 0.1128862670183988}",1.2988644070002688,0.05218637288739586
2023-07-21,GOOGL,diversity,precision,"{'heur': 0.876645426232455, 'rl': 0.12335457376754494}",1.2152065950828477,0.0511042613303424
2023-07-21,AMZN,diversity,precision,"{'heur': 0.8913119857447552, 'rl': 0.10868801425524481}",1.3306504076410468,0.05271038972206729
2023-07-21,META,diversity,precision,"{'heur': 0.9118400021909524, 'rl': 0.08815999780904762}",1.5207831372861036,0.053972318416107445
2023-07-28,NVDA,diversity,precision,"{'heur': 0.9363890309181901, 'rl': 0.06361096908180984}",1.8102249834011903,0.052976614827065824
2023-07-28,MSFT,diversity,precision,"{'heur': 0.8793972319552368, 'rl': 0.12060276804476329}",1.2273914057522222,0.051440549384113264
2023-07-28,AAPL,diversity,precision,"{'heur': 0.8855920321263493, 'rl': 0.11440796787365069}",1.287051073214353,0.05202121283392843
2023-07-28,GOOGL,diversity,precision,"{'heur': 0.9314321388038951, 'rl': 0.06856786119610493}",1.705786919891098,0.05345645599249045
2023-07-28,AMZN,diversity,precision,"{'heur': 0.8849875863949, 'rl': 0.11501241360509988}",1.2828795422160677,0.0520537695926173
